"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 12 10:42:11 UTC 2026","Tue May 12 10:42:11 UTC 2026","231","","Mailbox Create","","Create mailbox with local_part shorter than 3 chars returns 400 INVALID_LOCAL_PART","","Create mailbox with local_part shorter than 3 chars returns 400 INVALID_LOCAL_PART",""
"passed","Tue May 12 10:40:18 UTC 2026","Tue May 12 10:40:19 UTC 2026","553","","Mail Send","","Sent message appears in GET messages list","","Sent message appears in GET messages list",""
"passed","Tue May 12 10:36:07 UTC 2026","Tue May 12 10:36:10 UTC 2026","2245","","Create User","","Create user with valid gender enum returns 201","","Create user with valid gender enum returns 201",""
"passed","Tue May 12 10:42:22 UTC 2026","Tue May 12 10:42:24 UTC 2026","2482","","Patch User","","Patch only email — other fields remain unchanged","","Patch only email — other fields remain unchanged",""
"passed","Tue May 12 10:40:13 UTC 2026","Tue May 12 10:40:13 UTC 2026","440","","Logout","","Logout with no auth header returns 401 MISSING_TOKEN","","Logout with no auth header returns 401 MISSING_TOKEN",""
"passed","Tue May 12 10:40:16 UTC 2026","Tue May 12 10:40:16 UTC 2026","543","","Mail Messages","","Get message by ID returns 200 with full body and html_body","","Get message by ID returns 200 with full body and html_body",""
"passed","Tue May 12 10:42:49 UTC 2026","Tue May 12 10:42:52 UTC 2026","2411","","Update User","","PUT update with invalid email returns 400 VALIDATION_ERROR","","PUT update with invalid email returns 400 VALIDATION_ERROR",""
"passed","Tue May 12 10:43:01 UTC 2026","Tue May 12 10:43:04 UTC 2026","2166","","User Exists","","GET alias for exists with non-existent user returns 404","","GET alias for exists with non-existent user returns 404",""
"passed","Tue May 12 10:42:14 UTC 2026","Tue May 12 10:42:15 UTC 2026","175","","Mailbox Get","","Get mailbox with non-existent token returns 404 MAILBOX_NOT_FOUND","","Get mailbox with non-existent token returns 404 MAILBOX_NOT_FOUND",""
"passed","Tue May 12 10:37:24 UTC 2026","Tue May 12 10:37:26 UTC 2026","2182","","Get User","","Get user with malformed ID returns 404 USER_NOT_FOUND","","Get user with malformed ID returns 404 USER_NOT_FOUND",""
"passed","Tue May 12 10:38:23 UTC 2026","Tue May 12 10:38:37 UTC 2026","13725","","Login","","Login after logout succeeds and issues new token","","Login after logout succeeds and issues new token",""
"passed","Tue May 12 10:36:40 UTC 2026","Tue May 12 10:36:42 UTC 2026","2233","","Create User","","Create user with invalid email returns 400 VALIDATION_ERROR","","Create user with invalid email returns 400 VALIDATION_ERROR",""
"passed","Tue May 12 10:36:21 UTC 2026","Tue May 12 10:36:23 UTC 2026","2244","","Create User","","Create user with valid employment status returns 201","","Create user with valid employment status returns 201",""
