"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 05 06:59:17 UTC 2026","Tue May 05 06:59:20 UTC 2026","2388","","POST /api/v1/users/create","","Create user with duplicate username returns 409 DUPLICATE_USER","","Create user with duplicate username returns 409 DUPLICATE_USER",""
"passed","Tue May 05 06:59:24 UTC 2026","Tue May 05 06:59:26 UTC 2026","2189","","POST /api/v1/users/create","","Create user with username shorter than 3 chars returns 400 VALIDATION_ERROR","","Create user with username shorter than 3 chars returns 400 VALIDATION_ERROR",""
"passed","Tue May 05 06:59:05 UTC 2026","Tue May 05 06:59:08 UTC 2026","2631","","POST /api/v1/users/create","","Create user with valid employment status returns 201","","Create user with valid employment status returns 201",""
"passed","Tue May 05 07:02:57 UTC 2026","Tue May 05 07:02:57 UTC 2026","384","","DELETE /api/v1/mail/:token","","Delete mailbox returns 204 and subsequent GET returns 404","","Delete mailbox returns 204 and subsequent GET returns 404",""
"passed","Tue May 05 07:01:55 UTC 2026","Tue May 05 07:02:08 UTC 2026","13166","","POST /api/v1/login","","Login with password shorter than 8 chars returns 400 VALIDATION_ERROR","","Login with password shorter than 8 chars returns 400 VALIDATION_ERROR",""
"passed","Tue May 05 06:59:01 UTC 2026","Tue May 05 06:59:03 UTC 2026","2210","","POST /api/v1/users/create","","Create user with valid employment status returns 201","","Create user with valid employment status returns 201",""
"passed","Tue May 05 07:03:18 UTC 2026","Tue May 05 07:03:20 UTC 2026","2440","","PATCH /api/v1/users/patch/:id","","Patch after logout returns 401 INVALID_TOKEN","","Patch after logout returns 401 INVALID_TOKEN",""
"passed","Tue May 05 06:58:38 UTC 2026","Tue May 05 06:58:41 UTC 2026","2297","","POST /api/v1/users/create","","Create user with username at minimum length 3 chars returns 201","","Create user with username at minimum length 3 chars returns 201",""
"passed","Tue May 05 07:02:59 UTC 2026","Tue May 05 07:03:01 UTC 2026","2123","","OPTIONS /api/v1/users/options","","OPTIONS returns 204","","OPTIONS returns 204",""
"passed","Tue May 05 06:58:50 UTC 2026","Tue May 05 06:58:52 UTC 2026","2198","","POST /api/v1/users/create","","Create user with valid gender enum returns 201","","Create user with valid gender enum returns 201",""
