"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 05 04:23:28 UTC 2026","Tue May 05 04:23:28 UTC 2026","117","","Mail API — /api/v1/mail/*","","Delete non-existent mailbox returns 404 MAILBOX_NOT_FOUND","","Delete non-existent mailbox returns 404 MAILBOX_NOT_FOUND",""
"passed","Tue May 05 04:19:17 UTC 2026","Tue May 05 04:19:20 UTC 2026","2197","","POST /api/v1/users/create","","Create user with valid employment status returns 201","","Create user with valid employment status returns 201",""
"passed","Tue May 05 04:19:20 UTC 2026","Tue May 05 04:19:22 UTC 2026","2197","","POST /api/v1/users/create","","Create user with valid employment status returns 201","","Create user with valid employment status returns 201",""
"passed","Tue May 05 04:23:48 UTC 2026","Tue May 05 04:23:51 UTC 2026","2431","","PUT /api/v1/users/update/:id","","PUT update persists changed email in subsequent GET","","PUT update persists changed email in subsequent GET",""
"passed","Tue May 05 04:24:00 UTC 2026","Tue May 05 04:24:03 UTC 2026","2473","","PUT /api/v1/users/update/:id","","PUT update after logout returns 401 INVALID_TOKEN","","PUT update after logout returns 401 INVALID_TOKEN",""
"passed","Tue May 05 04:20:37 UTC 2026","Tue May 05 04:20:50 UTC 2026","13397","","POST /api/v1/login","","Login with valid credentials returns 200 and token","","Login with valid credentials returns 200 and token",""
"passed","Tue May 05 04:19:38 UTC 2026","Tue May 05 04:19:40 UTC 2026","2218","","POST /api/v1/users/create","","Create user with password shorter than 8 chars returns 400 VALIDATION_ERROR","","Create user with password shorter than 8 chars returns 400 VALIDATION_ERROR",""
"passed","Tue May 05 04:23:36 UTC 2026","Tue May 05 04:23:38 UTC 2026","2308","","PATCH /api/v1/users/patch/:id","","Patch with empty body returns 200 with no changes","","Patch with empty body returns 200 with no changes",""
"passed","Tue May 05 04:23:26 UTC 2026","Tue May 05 04:23:26 UTC 2026","362","","Mail API — /api/v1/mail/*","","Sent message is retrievable via GET messages ID","","Sent message is retrievable via GET messages ID",""
"passed","Tue May 05 04:23:38 UTC 2026","Tue May 05 04:23:41 UTC 2026","2342","","PATCH /api/v1/users/patch/:id","","Patch with no auth header returns 401 MISSING_TOKEN","","Patch with no auth header returns 401 MISSING_TOKEN",""
"passed","Tue May 05 04:23:25 UTC 2026","Tue May 05 04:23:25 UTC 2026","239","","Mail API — /api/v1/mail/*","","Send message without html_body returns 201","","Send message without html_body returns 201",""
"passed","Tue May 05 04:18:57 UTC 2026","Tue May 05 04:19:00 UTC 2026","2193","","POST /api/v1/users/create","","Create user with username at maximum length 30 chars returns 201","","Create user with username at maximum length 30 chars returns 201",""
"passed","Tue May 05 04:19:58 UTC 2026","Tue May 05 04:20:00 UTC 2026","2236","","POST /api/v1/users/create","","VALIDATION_ERROR response contains error details","","VALIDATION_ERROR response contains error details",""
"passed","Tue May 05 04:22:36 UTC 2026","Tue May 05 04:22:50 UTC 2026","13182","","POST /api/v1/login","","Login error response contains request_id in body","","Login error response contains request_id in body",""
"passed","Tue May 05 04:23:15 UTC 2026","Tue May 05 04:23:17 UTC 2026","2320","","POST /api/v1/users/logout/:id","","Logout with no auth header returns 401 MISSING_TOKEN","","Logout with no auth header returns 401 MISSING_TOKEN",""
"passed","Tue May 05 04:19:09 UTC 2026","Tue May 05 04:19:11 UTC 2026","2240","","POST /api/v1/users/create","","Create user with valid gender enum returns 201","","Create user with valid gender enum returns 201",""
"passed","Tue May 05 04:24:14 UTC 2026","Tue May 05 04:24:16 UTC 2026","2415","","HEAD /api/v1/users/exists/:id","","After delete user exists returns false","","After delete user exists returns false",""
"passed","Tue May 05 04:23:21 UTC 2026","Tue May 05 04:23:21 UTC 2026","252","","Mail API — /api/v1/mail/*","","Create duplicate mailbox local_part and domain returns 409 ADDRESS_TAKEN","","Create duplicate mailbox local_part and domain returns 409 ADDRESS_TAKEN",""
"passed","Tue May 05 04:23:17 UTC 2026","Tue May 05 04:23:20 UTC 2026","2585","","POST /api/v1/users/logout/:id","","User can re-login after logout and receives new valid token","","User can re-login after logout and receives new valid token",""
"passed","Tue May 05 04:24:12 UTC 2026","Tue May 05 04:24:14 UTC 2026","2116","","HEAD /api/v1/users/exists/:id","","Check exists with malformed ID returns 404 with X-User-Exists false","","Check exists with malformed ID returns 404 with X-User-Exists false",""
"passed","Tue May 05 04:23:25 UTC 2026","Tue May 05 04:23:26 UTC 2026","363","","Mail API — /api/v1/mail/*","","Sent message appears in GET messages list","","Sent message appears in GET messages list",""
"passed","Tue May 05 04:24:07 UTC 2026","Tue May 05 04:24:09 UTC 2026","2311","","HEAD /api/v1/users/exists/:id","","GET alias for exists with existing user returns 200 with X-User-Exists true","","GET alias for exists with existing user returns 200 with X-User-Exists true",""
"passed","Tue May 05 04:23:22 UTC 2026","Tue May 05 04:23:23 UTC 2026","117","","Mail API — /api/v1/mail/*","","Get mailbox with malformed token returns 404 MAILBOX_NOT_FOUND","","Get mailbox with malformed token returns 404 MAILBOX_NOT_FOUND",""
"passed","Tue May 05 04:21:03 UTC 2026","Tue May 05 04:21:17 UTC 2026","13542","","POST /api/v1/login","","Login invalidates previous token — old token returns 401 on PATCH","","Login invalidates previous token — old token returns 401 on PATCH",""
"passed","Tue May 05 04:23:28 UTC 2026","Tue May 05 04:23:29 UTC 2026","356","","Mail API — /api/v1/mail/*","","Delete mailbox twice — second returns 404 MAILBOX_NOT_FOUND","","Delete mailbox twice — second returns 404 MAILBOX_NOT_FOUND",""
"passed","Tue May 05 04:23:26 UTC 2026","Tue May 05 04:23:27 UTC 2026","247","","Mail API — /api/v1/mail/*","","Send message missing required field subject returns 400 VALIDATION_ERROR","","Send message missing required field subject returns 400 VALIDATION_ERROR",""
"passed","Tue May 05 04:23:08 UTC 2026","Tue May 05 04:23:10 UTC 2026","2450","","POST /api/v1/users/logout/:id","","Logout revoked token — PUT also returns 401","","Logout revoked token — PUT also returns 401",""
